timestamp,Dev1_ai0,Dev1_ai2,Dev1_ai3,Dev1_ai4,Dev1_ai5,Dev1_ai6,Dev1_ai8,Dev1_ai9,Dev1_ai10,Dev1_ai7
2014-04-11 16:37:29,0.022481529381692383,0.025441461489587907,0.038596714862129192,0.03267685093325895,0.0011042408466559162,4.8715089066539807,0.17804235785954375,0.20303732366580268,0.15962501313190783,9.0932401629556516e-07
2014-04-11 16:37:30,0.021823766686089038,0.022152648034116314,0.024125936112807826,0.03267685093325895,0.00077535946955715671,5.0678533206113876,0.17968676357648775,0.20270844255185938,0.16126941896347763,-4.3031499894732378e-07
2014-04-11 16:37:31,0.022810410728817333,0.022481529381692383,0.028072512221540703,0.028072512221540703,0.0001175967139877245,4.7136442910105396,0.17902900129093041,0.2043528481175777,0.16094053779798756,9.0932401629556516e-07
2014-04-11 16:37:32,0.023468173421714256,0.024783698802098797,0.026099224175275909,0.030374681588397356,0.00077535946955715671,4.2137409622269955,0.17278025949688963,0.20205068032277268,0.15929613196435757,-4.4492320670471891e-06
2014-04-11 16:37:33,0.022481529381692383,0.023139292075491258,0.025770342832657001,0.025112580146068538,0.0011042408466559162,4.1680262083350108,0.17902900129093041,0.2043528481175777,0.15929613196435757,2.3950450913996567e-07
2014-04-11 16:37:34,0.021494885337610455,0.02445481745767859,0.018206071827982406,0.028730274900031719,0.0011042408466559162,3.8858447904187026,0.17574018983872558,0.20961494586081145,0.16061165663208563,9.0932401629556516e-07
2014-04-11 16:37:35,0.019192715885616038,0.021494885337610455,0.034321257594711448,0.02741474954125156,0.00077535946955715671,3.610899250363083,0.18198893156313756,0.20073515585979623,0.16094053779798756,9.0932401629556516e-07
2014-04-11 16:37:36,0.022481529381692383,0.024783698802098797,0.034321257594711448,0.025770342832657001,0.0014331222232974959,3.6467473892694722,0.19053984105396773,0.20007739362590501,0.15896725079639501,1.5791435225196644e-06
2014-04-11 16:37:37,0.022152648034116314,0.02445481745767859,0.030374681588397356,0.029716918914398389,0.0011042408466559162,3.2596536028473033,0.18396221839300686,0.20270844255185938,0.15600732026616229,9.0932401629556516e-07
2014-04-11 16:37:38,0.024125936112807826,0.022481529381692383,0.028072512221540703,0.03267685093325895,0.00044647809200112389,3.4750710409832215,0.17902900129093041,0.20270844255185938,0.14548312255377469,9.0932401629556516e-07
2014-04-11 16:37:39,0.022810410728817333,0.022810410728817333,0.037281189557124936,0.027085868200432458,0.0011042408466559162,3.9542523610708979,0.18429109952989925,0.20205068032277268,0.15896725079639501,1.5791435225196644e-06
2014-04-11 16:37:40,0.025112580146068538,0.030045800251622359,0.035965664244969962,0.030045800251622359,0.00077535946955715671,4.4337639743223152,0.18001564471865658,0.20172179920762909,0.15765172612041972,9.0932401629556516e-07
2014-04-11 16:37:41,0.022810410728817333,0.020508241289465951,0.031361325596029443,0.032019088265541021,-0.00021128466448313467,5.1645456716645937,0.17606907098577895,0.20402396700523348,0.15929613196435757,9.0932401629556516e-07
2014-04-11 16:37:42,0.023797054767486413,0.032347969599624146,0.029716918914398389,0.029059156238603164,0.0014331222232974959,5.6868174867539167,0.18133116928326842,0.2053394914522135,0.15962501313190783,9.0932401629556516e-07
2014-04-11 16:37:43,0.023139292075491258,0.024783698802098797,0.02741474954125156,0.029388037576725357,0.00044647809200112389,5.9170389632233329,0.17870012014754169,0.20303732366580268,0.16126941896347763,1.5791435225196644e-06
2014-04-11 16:37:44,0.023797054767486413,0.023468173421714256,0.035965664244969962,0.027743630881620945,-0.00021128466448313467,6.0074832765594852,0.18034452586041896,0.20336620477934605,0.16061165663208563,9.0932401629556516e-07
2014-04-11 16:37:45,0.020508241289465951,0.023139292075491258,0.025112580146068538,0.032347969599624146,-0.0011979288026414037,5.7683816005837292,0.17804235785954375,0.20303732366580268,0.15929613196435757,1.5791435225196644e-06
2014-04-11 16:37:46,0.022481529381692383,0.023797054767486413,0.030374681588397356,0.028072512221540703,0.0001175967139877245,5.6868174867539167,0.180673407001775,0.20369508589248964,0.16028277546577177,1.5791435225196644e-06
2014-04-11 16:37:47,0.025441461489587907,0.030045800251622359,0.029388037576725357,0.025770342832657001,0.0011042408466559162,5.5381604933154289,0.17902900129093041,0.20237956143751609,0.15863836962802003,2.3950450913996567e-07
2014-04-11 16:37:48,0.028072512221540703,0.026099224175275909,0.034650138925658297,0.031032444260600804,0.0001175967139877245,5.5056006957666677,0.17672683327866312,0.20073515585979623,0.15896725079639501,9.0932401629556516e-07
2014-04-11 16:37:49,0.024783698802098797,0.022810410728817333,0.038596714862129192,0.028072512221540703,0.0014331222232974959,5.3681261132156433,0.18396221839300686,0.19876186915331281,0.15699396377995575,-4.3031499894732378e-07
2014-04-11 16:37:50,0.024783698802098797,0.022481529381692383,0.030374681588397356,0.027743630881620945,0.00044647809200112389,5.0533823638516004,0.17771347671493432,0.21882361666650452,0.15896725079639501,9.0932401629556516e-07
